wav_path,spec_path,speaker_id,ethnicity,age_group,sex,intent,sentence_id,suffix,duration_sec,f0_mean_hz,f0_std_hz,hnr_mean_db,jitter_local,cpp_mean_db
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1896_ayf_t03c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1896_ayf_t03c.npy,1896,south_asian,younger,female,trustworthy,3,c,1.7314166666666666,245.31037273144,77.19503453501467,16.149966930126762,0.022304920245152095,16.149966930126762
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1896_ayf_t04c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1896_ayf_t04c.npy,1896,south_asian,younger,female,trustworthy,4,c,1.7326666666666666,217.03878998706136,82.10024602210481,15.770883481416309,0.018712483082959745,15.770883481416309
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1896_ayf_t05.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1896_ayf_t05.npy,1896,south_asian,younger,female,trustworthy,5,,1.449625,227.07890325328376,39.827847638679565,13.798188456471907,0.029681247944173848,13.798188456471907
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1896_ayf_t06.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1896_ayf_t06.npy,1896,south_asian,younger,female,trustworthy,6,,1.2884166666666668,188.0415422191687,45.858959184601545,12.285932751814896,0.034390300764331555,12.285932751814896
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1898_wym_n01c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1898_wym_n01c.npy,1898,white,younger,male,neutral,1,c,1.4750833333333333,110.81772038409724,15.635832341988714,8.53077331578716,0.02594390642310662,8.53077331578716
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1898_wym_n02c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1898_wym_n02c.npy,1898,white,younger,male,neutral,2,c,1.380625,108.35129872340366,9.64838780473559,9.990222423062445,0.022790225581050427,9.990222423062445
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1898_wym_n03.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1898_wym_n03.npy,1898,white,younger,male,neutral,3,,1.519,113.53329145764451,14.099299566179397,10.406555243387741,0.03400761202382994,10.406555243387741
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1898_wym_n04c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1898_wym_n04c.npy,1898,white,younger,male,neutral,4,c,1.0750833333333334,107.5436431024527,15.304918008213024,9.660225409700498,0.04124877558830251,9.660225409700498
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1898_wym_n05c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1898_wym_n05c.npy,1898,white,younger,male,neutral,5,c,1.2206875,109.50409663359486,11.775075980556288,8.805308107135449,0.04061859995318289,8.805308107135449
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1898_wym_n06.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1898_wym_n06.npy,1898,white,younger,male,neutral,6,,1.2420416666666667,109.2866473832756,12.720670664062075,12.628380296542995,0.026912138115311297,12.628380296542995
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1898_wym_t01c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1898_wym_t01c.npy,1898,white,younger,male,trustworthy,1,c,1.201375,165.3422955887793,35.63408236366034,9.188963514547984,0.02885318280939397,9.188963514547984
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1898_wym_t02c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1898_wym_t02c.npy,1898,white,younger,male,trustworthy,2,c,1.264125,130.8151436267403,28.798270703032518,10.216189999225417,0.03345964223871904,10.216189999225417
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1898_wym_t03.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1898_wym_t03.npy,1898,white,younger,male,trustworthy,3,,1.5445,156.44955016456808,42.90636514652189,9.627917823962617,0.027164735984608397,9.627917823962617
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1898_wym_t04.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1898_wym_t04.npy,1898,white,younger,male,trustworthy,4,,1.001125,145.37392180996972,65.95104331580309,9.663281864411557,0.039978731883314196,9.663281864411557
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1898_wym_t05.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1898_wym_t05.npy,1898,white,younger,male,trustworthy,5,,1.1305625,220.24109446465206,98.30875103849132,9.288601478643892,0.03275174237479703,9.288601478643892
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1898_wym_t06.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1898_wym_t06.npy,1898,white,younger,male,trustworthy,6,,1.1170416666666667,157.26098209676522,74.46679179210379,9.00149071989249,0.0313461747613906,9.00149071989249
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1899_aym_n01.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1899_aym_n01.npy,1899,south_asian,younger,male,neutral,1,,1.3422916666666667,123.99446875371491,13.379971346333496,13.03979282383838,0.022672799378663275,13.03979282383838
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1899_aym_n02.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1899_aym_n02.npy,1899,south_asian,younger,male,neutral,2,,1.4713541666666667,126.41849746596004,9.094092222202873,15.320840069768266,0.02296678288089046,15.320840069768266
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1899_aym_n03c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1899_aym_n03c.npy,1899,south_asian,younger,male,neutral,3,c,1.7673541666666666,123.93874357479108,10.735139202776281,13.034304107695931,0.01849939492896107,13.034304107695931
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1899_aym_n04c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1899_aym_n04c.npy,1899,south_asian,younger,male,neutral,4,c,1.2141875,131.52521460594429,15.545178172292925,13.215572891081708,0.02306686622660067,13.215572891081708
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1899_aym_n05.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1899_aym_n05.npy,1899,south_asian,younger,male,neutral,5,,1.2160416666666667,138.71531933296913,13.925032580358986,9.771273637396453,0.03325594066041126,9.771273637396453
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1899_aym_n06.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1899_aym_n06.npy,1899,south_asian,younger,male,neutral,6,,1.1811875,125.72546642443335,11.928208372012824,14.87501521879156,0.013020331261520494,14.87501521879156
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1899_aym_t01.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1899_aym_t01.npy,1899,south_asian,younger,male,trustworthy,1,,1.7809166666666667,133.20771882207376,18.065582159560645,15.929738516111934,0.017556906153631147,15.929738516111934
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1899_aym_t02c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1899_aym_t02c.npy,1899,south_asian,younger,male,trustworthy,2,c,1.3560416666666666,144.21445693660456,18.06263017773702,12.175743449176226,0.029970913001518485,12.175743449176226
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1899_aym_t03.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1899_aym_t03.npy,1899,south_asian,younger,male,trustworthy,3,,1.6546041666666667,132.11201739685143,17.072717998326514,16.59225981820585,0.015734247996846817,16.59225981820585
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1899_aym_t04c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1899_aym_t04c.npy,1899,south_asian,younger,male,trustworthy,4,c,1.2598541666666667,146.0264286862491,18.200334256539026,16.446210365489456,0.012987622767491717,16.446210365489456
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1899_aym_t05c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1899_aym_t05c.npy,1899,south_asian,younger,male,trustworthy,5,c,1.2596458333333334,184.56168989881903,34.087734255905495,12.550394145734124,0.030804098703884262,12.550394145734124
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1899_aym_t06.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1899_aym_t06.npy,1899,south_asian,younger,male,trustworthy,6,,1.1640208333333333,162.19188126493773,26.47662388580439,14.67705625297489,0.02659833950029563,14.67705625297489
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1901_bof_n01c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1901_bof_n01c.npy,1901,black,older,female,neutral,1,c,2.3482291666666666,201.02824189207516,84.2151298769214,14.818517310091611,0.017471362670927863,14.818517310091611
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1901_bof_n02c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1901_bof_n02c.npy,1901,black,older,female,neutral,2,c,2.537916666666667,189.30099816401108,29.425406195892688,18.71460699071641,0.009876192852926024,18.71460699071641
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1901_bof_n03c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1901_bof_n03c.npy,1901,black,older,female,neutral,3,c,2.9514791666666667,187.9028681725298,29.552685962077312,16.90377785865329,0.009352145952460445,16.90377785865329
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1901_bof_n04c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1901_bof_n04c.npy,1901,black,older,female,neutral,4,c,2.4934791666666665,186.03990482266576,28.537510456544727,18.125500291648486,0.00978829324006782,18.125500291648486
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1901_bof_n05.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1901_bof_n05.npy,1901,black,older,female,neutral,5,,2.2710416666666666,181.78974742849934,37.28557906569365,14.005163483721748,0.020440171073214584,14.005163483721748
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1901_bof_n06c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1901_bof_n06c.npy,1901,black,older,female,neutral,6,c,1.9569375,186.13949867222314,23.128382180836482,16.50860808437338,0.014276715140129771,16.50860808437338
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1901_bof_t01c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1901_bof_t01c.npy,1901,black,older,female,trustworthy,1,c,2.1884166666666665,192.89108280042396,48.37636519761456,14.516877676220032,0.018731500336050443,14.516877676220032
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1901_bof_t02.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1901_bof_t02.npy,1901,black,older,female,trustworthy,2,,2.25,233.79334290977766,70.82299811746417,17.405733457902773,0.01134490603629379,17.405733457902773
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1901_bof_t03.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1901_bof_t03.npy,1901,black,older,female,trustworthy,3,,3.0134791666666665,260.40909752827196,46.22766649463707,19.03260229540723,0.009575386659190815,19.03260229540723
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1901_bof_t04.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1901_bof_t04.npy,1901,black,older,female,trustworthy,4,,1.9330833333333333,210.52780514016928,47.941848250757815,17.69278254280191,0.01531972694502478,17.69278254280191
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1901_bof_t05c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1901_bof_t05c.npy,1901,black,older,female,trustworthy,5,c,2.60025,216.69500402817934,74.45203682379699,14.742914818218877,0.015885426851466426,14.742914818218877
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1901_bof_t06.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1901_bof_t06.npy,1901,black,older,female,trustworthy,6,,1.8751875,219.51501913415535,39.732879312282094,17.74621871547015,0.01338855703695678,17.74621871547015
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1904_bym_n01.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1904_bym_n01.npy,1904,black,younger,male,neutral,1,,1.8669166666666666,106.58223706345069,27.755402285505383,11.45068966174513,0.024704163230878984,11.45068966174513
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1904_bym_n02c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1904_bym_n02c.npy,1904,black,younger,male,neutral,2,c,1.8500208333333332,128.33954848297955,110.32338391063644,11.951553906806561,0.023135212784566643,11.951553906806561
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1904_bym_n03.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1904_bym_n03.npy,1904,black,younger,male,neutral,3,,2.1408541666666667,129.28986012928704,102.30529826365846,11.699773708173518,0.015627560794023772,11.699773708173518
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1904_bym_n04c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1904_bym_n04c.npy,1904,black,younger,male,neutral,4,c,1.5401041666666666,99.98894909556331,10.47507539769634,11.007249272867048,0.020934792452232558,11.007249272867048
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1904_bym_n05c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1904_bym_n05c.npy,1904,black,younger,male,neutral,5,c,1.5449791666666666,123.20688766397171,95.84679171840475,9.995823340701516,0.03658072352043619,9.995823340701516
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1904_bym_n06c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1904_bym_n06c.npy,1904,black,younger,male,neutral,6,c,1.5661041666666666,113.98427934270683,84.79589406099765,11.155086587708908,0.016437291690842258,11.155086587708908
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1904_bym_t01c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1904_bym_t01c.npy,1904,black,younger,male,trustworthy,1,c,1.3018958333333333,103.4041713482371,12.217451649692721,8.28678535993246,0.030851143761727765,8.28678535993246
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1904_bym_t02.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1904_bym_t02.npy,1904,black,younger,male,trustworthy,2,,1.3172291666666667,113.24035622522692,13.579452488476758,12.246454466517198,0.02993661531274881,12.246454466517198
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1904_bym_t03c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1904_bym_t03c.npy,1904,black,younger,male,trustworthy,3,c,1.3583125,110.98959816933467,6.876776608590028,12.939747324015245,0.01673596105556828,12.939747324015245
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1904_bym_t04c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1904_bym_t04c.npy,1904,black,younger,male,trustworthy,4,c,1.0773125,161.74350173203308,139.5235341414339,10.25719413510834,0.02837557525372464,10.25719413510834
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1904_bym_t05.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1904_bym_t05.npy,1904,black,younger,male,trustworthy,5,,1.1625625,132.55497129176692,19.39575011401378,11.424519411819308,0.029664030907741553,11.424519411819308
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1904_bym_t06c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1904_bym_t06c.npy,1904,black,younger,male,trustworthy,6,c,1.1064583333333333,115.0888219431982,36.48449550991082,9.277516215079457,0.02557587250657717,9.277516215079457
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1906_byf_n01.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1906_byf_n01.npy,1906,black,younger,female,neutral,1,,1.5500625,199.70394790015604,83.41881006623957,10.12308276878702,0.031230558516144608,10.12308276878702
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1906_byf_n02c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1906_byf_n02c.npy,1906,black,younger,female,neutral,2,c,1.4951041666666667,179.07218956874863,34.35098217247556,11.221753944337609,0.026876000549373922,11.221753944337609
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1906_byf_n03c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1906_byf_n03c.npy,1906,black,younger,female,neutral,3,c,1.7087083333333333,166.73040269454432,39.58346116449853,11.038817947558524,0.020394925426209735,11.038817947558524
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1906_byf_n04c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1906_byf_n04c.npy,1906,black,younger,female,neutral,4,c,1.2928125,185.0822721048231,25.78890069299069,12.71243962325076,0.01683379120299443,12.71243962325076
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1906_byf_n05.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1906_byf_n05.npy,1906,black,younger,female,neutral,5,,1.4851875,189.67290088172544,26.295147660030207,10.658481907442567,0.024364838745370918,10.658481907442567
